word,meaning,part_of_speech,examples,meaning_vi,phonetic,count
his,,,,"+) của nó, của hắn, của ông ấy, của anh ấy
+) cái của nó, cái của hắn, cái của ông ấy, cái của anh ấy",,0.0
optimum,"
+) most favorable conditions or greatest degree or amount possible under given circumstances","n, s","
+) an optimum return on capital
+) optimal concentration of a drug","+) điều kiện tốt nhất, điều kiện thuận lợi nhất (cho sự sinh trưởng của cây...)
+) tối ưu",optimum,0.0
logo,"
+) a company emblem or device",n,"
+) ",+) biểu trưng,logo,0.0
bookie,"
+) a gambler who accepts and pays off bets (especially on horse races)",n,"
+) ","+) maker)
+) người đánh cá ngựa thuê chuyên nghiệp (chuyên nhận tiền của người khác để đánh thuê)",bookmaker,0.0
over,"
+) (cricket) the division of play during which six balls are bowled at the batsman by one player from the other team from the same end of the pitch","n, r, s","
+) the harvesting was complete
+) the affair is over, ended, finished
+) the abruptly terminated interview","+) trên; ở trên
+) trên khắp, ở khắp
+) hơn, trên",over,0.0
stochastic,"
+) being or having a random variable",s,"
+) a stochastic variable
+) stochastic processes","+) (Econ) Tính ngẫu nhiên thống kê.
+) Tuân theo biến thiên ngẫu nhiên (có thể phân tích về mặt thống kê nhưng không thể dự báo chính xác được).",stochastic,0.0
odds,"
+) the likelihood of a thing occurring rather than not occurring",n,"
+) he offered odds of two to one","+) sự chênh lệch; sự so le
+) sự khác nhau
+) sự xung đột, sự bất hoà",odds,0.0
betting,"
+) maintain with or as if with a bet","s, v","
+) I bet she will be there!
+) I bet $100 on that new horse
+) She played all her money on the dark horse","+) sự đánh cuộcbet /bet/
+) sự đánh cuộc
+) tiền đánh cuộc",bet,0.0
portfolio,"
+) a large, flat, thin case for carrying loose papers or drawings or maps; usually leather",n,"
+) he remembered her because she was carrying a large portfolio
+) the artist had put together a portfolio of his work
+) every actor has a portfolio of photographs","+) cặp (giấy tờ, hồ sơ)
+) danh sách vốn đầu tư (của một công ty, một nhà ngân hàng)
+) (nghĩa bóng) chức vị bộ trưởng",portfolio,0.0
distance,"
+) the property created by the space between two objects or points","n, v","
+) I could see it in the distance
+) the distance from New York to Chicago
+) he determined the length of the shortest line segment joining the two points","+) khoảng cách, tầm xa
+) khoảng (thời gian)
+) quãng đường; (thể dục,thể thao) quãng đường chạy đua (dài 240 iat)",distance,0.0
fair,"
+) a traveling show; having sideshows and rides and games of skill etc.","n, s, v, r, a","
+) world fair
+) trade fair
+) book fair","+) hội chợ, chợ phiên
+) (xem) day
+) hội chợ phù hoa",carnival,0.0
proportional,"
+) one of the quantities in a mathematical proportion","n, s","
+) the punishment ought to be proportional to the crime
+) earnings relative to production","+) cân xứng, cân đối
+) tỷ lệ
+) chế độ bầu đại biểu của tỷ lệ",proportional,0.0
proportion,"
+) the quotient obtained when the magnitude of a part is divided by the magnitude of the whole","n, v","
+) a building of vast proportions
+) an inordinate proportion of the book is given over to quotations
+) a dry martini has a large proportion of gin","+) sự cân xứng, sự cân đối
+) tỷ lệ
+) (toán học) tỷ lệ thức",proportion,0.0
likely,"
+) has a good chance of being the case or of coming about","r, s, a","
+) these services are likely to be available to us all before long
+) she is likely to forget
+) a likely place for a restaurant","+) chắc đúng, có lẽ đúng, có lẽ thật
+) có thể
+) thích hợp, đúng với",likely,0.0
unconditional,"
+) not conditional","s, a","
+) unconditional surrender
+) a categorical denial
+) a flat refusal","+) không điều kiện
+) dứt khoát, quả quyết
+) vô điều kiện, tuyệt đối",unconditional,0.0
far,"
+) a terrorist organization that seeks to overthrow the government dominated by Tutsi and to institute Hutu control again","n, r, s, a","
+) in 1999 ALIR guerrillas kidnapped and killed eight foreign tourists
+) we come from a far country
+) far corners of the earth","+) xa, xa xôi, xa xăm
+) (xem) cry
+) xa",Army_for_the_Liberation_of_Rwanda,0.0
language,"
+) a systematic means of communicating by the use of sounds or conventional symbols",n,"
+) he taught foreign languages
+) the language introduced is standard throughout the text
+) the speed with which a program can be executed depends on the language in which it is written","+) tiếng, ngôn ngữ
+) lời nói
+) cách diễn đạt, cách ăn nói",language,0.0
here,"
+) the present location; this place","n, r, s","
+) where do we go from here?
+) is everyone here?
+) I work here","+) đây, ở đây, ở chỗ này
+) đây cái anh đang cần đây; đây đúng là điều anh muốn biết đây
+) xin chúc sức khoẻ anh (thường nói khi chúc rượu)",here,0.0
fourth,"
+) following the third position; number four in a countable series","n, r, s","
+) a quarter of a pound
+) the quaternary period of geologic time extends from the end of the tertiary period to the present
+) fourthly, you must pay the rent on the first of the month","+) thứ tư, thứ bốn
+) một phần tư
+) người thứ bốn; vật thứ bốn; ngày mồng bốn; (từ Mỹ,nghĩa Mỹ) (the Fourth) ngày 4 tháng 7 (quốc khánh Mỹ)",fourth,0.0
closer,"
+) a person who closes something","n, r, s, a","
+) whoever is the closer has to turn out the lights and lock up
+) close to noon
+) how close are we to town?","+) xem closeclose /klous/
+) đóng kín
+) chật, chật chội; kín, bí hơi, ngột ngạt",closer,0.0
end,"
+) either extremity of something that has length","n, v","
+) the end of the pier
+) she knotted the end of the thread
+) they rode to the end of the line","+) giới hạn
+) đầu, đầu mút (dây...); đuôi; đáy (thùng...) đoạn cuối
+) mẩu thừa, mẩu còn lại",end,0.0
interchangeably,"
+) in an interchangeable manner",r,"
+) these terms can be used interchangeably","+) có thể thay cho nhau, có thể hoán đổi nhau",interchangeably,0.0
convenience,"
+) the state of being suitable or opportune",n,"
+) chairs arranged for his own convenience
+) they offered the convenience of an installment plan","+) sự tiện lợi, sự thuận lợi; sự thích hợp
+) đồ dùng, các thứ tiện nghi
+) lợi ích vật chất, điều lợi",convenience,0.0
department,"
+) a specialized division of a large organization",n,"
+) you'll find it in the hardware department
+) she got a job in the historical section of the Treasury
+) baking is not my department","+) cục; sở; ty; ban; khoa
+) gian hàng, khu bày hàng (trong cửa hiệu)
+) khu hành chính (ở Pháp)",department,0.0
faculty,"
+) one of the inherent cognitive or perceptual powers of the mind",n,"
+) the dean addressed the letter to the entire staff of the university","+) tính năng, khả năng; (từ Mỹ,nghĩa Mỹ) khả năng quản trị
+) năng lực
+) tài, tài năng",faculty,0.0
lecturer,"
+) a public lecturer at certain universities",n,"
+) ","+) người diễn thuyết, người thuyết trình
+) giảng viên (ở trường đại học)",lector,0.0
exponent,"
+) a person who pleads for a cause or propounds an idea",n,"
+) ","+) người trình bày, người dẫn giải, người giải thích (một luận điểm...); điều trình bày, điều dẫn giải, điều giải thích
+) người biểu diễn (nhạc...)
+) người tiêu biểu, vật tiêu biểu",advocate,0.0
exponentially,"
+) in an exponential manner",r,"
+) inflation is growing exponentially",+) theo hàm mũ,exponentially,0.0
bib,"
+) top part of an apron; covering the chest","n, v","
+) We tippled the cognac","+) cái yếm dãi (của trẻ con)
+) yếm tạp dề (phần trên của cái tạp dề)
+) diện bảnh thắng bộ đẹp nhất",bib,0.0
lid,"
+) either of two folds of skin that can be moved to cover or open the eye",n,"
+) his lids would stay open no longer
+) he raised the piano lid","+) nắp, vung
+) mi mắt ((cũng) eyelid)
+) (từ lóng) cái mũ",eyelid,0.0
thai,"
+) a native or inhabitant of Thailand","n, a","
+) Siamese kings
+) different Thai tribes live in the north
+) Thai tones","+) Người Thái
+) Tiếng Thái
+) (thuộc) Thái Lan",Thai,0.0
arbitrary,"
+) based on or subject to individual discretion or preference or sometimes impulse or caprice",a,"
+) an arbitrary decision
+) the arbitrary rule of a dictator
+) an arbitrary penalty","+) chuyên quyền, độc đoán
+) tuỳ ý, tự ý
+) không bị bó buộc",arbitrary,0.0
notion,"
+) a vague idea in which some confidence is placed",n,"
+) his impression of her was favorable
+) what are your feelings about the crisis?
+) it strengthened my belief in his sincerity","+) ý niệm, khái niệm
+) ý kiến, quan điểm
+) ý định",impression,0.0
formalize,"
+) make formal or official",v,"
+) We formalized the appointment and gave him a title","+) nghi thức hoá, trang trọng hoá
+) chính thức hoá
+) làm thành hình thức chủ nghĩa",formalize,0.0
gamble,"
+) money that is risked for possible monetary gain","n, v","
+) When you buy these stocks you are gambling","+) cuộc đánh bạc, cuộc may rủi
+) việc mạo hiểm được ăn cả ngã về không; việc làm liều mưu đồ ăn to (đầu cơ buôn bán...)
+) đánh bạc",gamble,0.0
than,,,,+) hơn,,0.0
only,"
+) being the only one; single and isolated from others","r, s","
+) the lone doctor in the entire county
+) a lonesome pine
+) an only child","+) chỉ có một, duy nhất
+) tốt nhất, đáng xét nhất
+) chỉ, mới",lone,0.0
hence,"
+) (used to introduce a logical conclusion) from that fact or reason or as a result",r,"
+) therefore X must be true
+) the eggs were fresh and hence satisfactory
+) we were young and thence optimistic","+) sau đây, kể từ đây
+) do đó, vì thế, vì lý do đó
+) (từ cổ,nghĩa cổ) từ chỗ này, từ nơi đây ((thường) from hence)",therefore,0.0
rat,"
+) any of various long-tailed rodents similar to but larger than a mouse","n, v","
+) only a rotter would do that
+) kill the rat
+) throw the bum out","+) (động vật học) con chuột
+) (chính trị) kẻ phản bội; kẻ phản đảng; kẻ bỏ đảng trong lúc khó khăn
+) công nhân không chịu tham gia đình công, người chiếm chỗ làm của công nhân đình công; người chịu nhận tiền lương ít hơn của công đoàn yêu sách",rat,0.0
rewrite,"
+) something that has been written again","n, v","
+) the rewrite was much better
+) The student rewrote his thesis
+) re-write a play for use in schools","+) viết lại, chép lại
+) viết lại theo một hình thức khác
+) viết lại, chép lại",rewrite,0.0
equality,"
+) the quality of being the same in quantity or measure or value or status",n,"
+) on a par with the best","+) tính bằng, tính ngang bằng
+) sự bình đẳng
+) đẳng thức",equality,0.0
compress,"
+) a cloth pad or dressing (with or without medication) applied firmly to some part of the body (to relieve discomfort or reduce fever)","n, v","
+) compress the data
+) she compressed her lips
+) the spasm contracted the muscle","+) (y học) gạc
+) ép, nén; đè
+) (nghĩa bóng) cô lại (ý nghĩ, lời nói...)",compress,0.0
